txHash,id,image,class,chain,name,birthDate,bodyShape,sireId,sireClass,matronId,matronClass,stage,title,breedCount,level,hp,speed,skill,morale,from,to,timestamp,withPrice,withPriceUsd
0xdabc5174b60c865c0a133cc41972892c198e53b0f386b79e303b0bc314d0e960,4003919,https://storage.googleapis.com/assets.axieinfinity.com/axies/4003919/axie/axie-full-transparent.png,Dusk,ronin,Axie #4003919,1628716062,Fuzzy,35263,Dusk,43434,Reptile,4,,0,1,55,45,27,37,0x8d6bf71f2782de08c5ebd364c4acd63344ceb75e,0x385685d0f265390a2097437c4788e08644d3441a,1632089228,0.06675,209.853823125
0xafb7edee5f0a5b0fded1f92bf38548d7a3636ef4e364b48b2f188870dbd1380e,5369998,https://storage.googleapis.com/assets.axieinfinity.com/axies/5369998/axie/axie-full-transparent.png,Reptile,ronin,3 r2.6,1630480206,Fuzzy,49715,Reptile,49586,Reptile,4,,3,1,57,41,31,35,0xebcd391af258add7b3a4ae390e2be8c524dd49f8,0x3087f96de7e579060bfcffaae5d3ec16837f4670,1630945332,0.08414593,264.5445179933665
0xbfcceffd72fd7f15766ccd61043e5903a4632f539baebd6a0e6164eb34557301,5369998,https://storage.googleapis.com/assets.axieinfinity.com/axies/5369998/axie/axie-full-transparent.png,Reptile,ronin,3 r2.6,1630480206,Fuzzy,49715,Reptile,49586,Reptile,4,,3,1,57,41,31,35,0x975247c1076de55b876a84f05fc17888d66c574d,0x01e103c6f726a3f25f2462e6d4196130cfa23a1e,1630919721,0.07999757,251.50255863107637
0x35b3a97df1dd691de34b7c21b410aa3c69e63fa5bc4a8d1858baf2ab067c3fe3,5779495,https://storage.googleapis.com/assets.axieinfinity.com/axies/5779495/axie/axie-full-transparent.png,Dusk,ronin,Daa3D3 Masiakasaurus,1631145267,Normal,62143,Dusk,10991,Aquatic,4,,4,1,49,57,27,31,0x4ea5cf14bbae91fb559e67e2750c828e6b948070,0x33c43f6da9594454ccf895342134a1a4a6424407,1631794340,0.251169,789.6445095775462
0x8b5d8e2d9d7168e599288a669a611e88d084fc5f7dc7d67bc05e723cb5c8b56d,5922049,https://storage.googleapis.com/assets.axieinfinity.com/axies/5922049/axie/axie-full-transparent.png,Beast,ronin,Axie #5922049,1631357344,Normal,39587,Beast,39336,Beast,4,,0,1,36,43,31,54,0x833611102aaac53acb6a2cc07a96ea9714e44a80,0x042ee433290199bfc705460fa663cbb07f307fae,1632423885,0.040725287,128.0353208742766
0x22fb46a624343eb9bb115e89a86b90ab76619ddce049817fa72b5dd13e49ab64,5711552,https://storage.googleapis.com/assets.axieinfinity.com/axies/5711552/axie/axie-full-transparent.png,Plant,ronin,Axie #5711552,1631047002,Fuzzy,63342,Plant,64271,Plant,4,,0,1,52,32,31,49,0x412ae218b8604c8fe6804c8ee448f4fda296b5a0,0x8e000ddd87c9a3389d113143863cc7d57bc73afb,1632408261,0.05,157.193875
0x50f2065d1ce06a130a28e8ca8f8e00654d181361cdd598488aab5561a4665096,5711552,https://storage.googleapis.com/assets.axieinfinity.com/axies/5711552/axie/axie-full-transparent.png,Plant,ronin,Axie #5711552,1631047002,Fuzzy,63342,Plant,64271,Plant,4,,0,1,52,32,31,49,0x88281cc025df274bc34dd1bf140c774a2ea6d1e6,0x412ae218b8604c8fe6804c8ee448f4fda296b5a0,1631861036,0.045943055,144.4393386423611
0x60c3d55648069e7de27d5d5d1b7c6c23769ae6d23a1cbaf9651942c0d7d05f1f,5963438,https://storage.googleapis.com/assets.axieinfinity.com/axies/5963438/axie/axie-full-transparent.png,Aquatic,ronin,49 health cute bunny pro,1631409163,Normal,24515,Aquatic,17640,Aquatic,4,,0,1,49,49,35,31,0xb73520d0d858047e5a08f9c75838e78966ba4080,0x73829b57804c93edeabcd893c4cdfa8a094b98fa,1632381359,0.07,220.071425
0x8bef1e8c159bd1d9288110b1e3be8bd9db2731421d5efe07a2ba938cd5357d6d,5963438,https://storage.googleapis.com/assets.axieinfinity.com/axies/5963438/axie/axie-full-transparent.png,Aquatic,ronin,49 health cute bunny pro,1631409163,Normal,24515,Aquatic,17640,Aquatic,4,,0,1,49,49,35,31,0x44d79456095bb760d130b7668baeeca648ff9cd0,0xb73520d0d858047e5a08f9c75838e78966ba4080,1632261092,0.077,242.07856749999996
0xe733d9cb91760fef696673ddaedf647f8f08dce93bfdb06316d0d88259283acb,5963438,https://storage.googleapis.com/assets.axieinfinity.com/axies/5963438/axie/axie-full-transparent.png,Aquatic,ronin,49 health cute bunny pro,1631409163,Normal,24515,Aquatic,17640,Aquatic,4,,0,1,49,49,35,31,0x570d551aefea0cd5e48e4aaf0bd3759a99aa93ae,0x44d79456095bb760d130b7668baeeca648ff9cd0,1631984588,0.07,220.071425
0x50288ba8b28034c4374dd9c1046ccabca3b33537cdd679aa8714227abdbc83bd,5963438,https://storage.googleapis.com/assets.axieinfinity.com/axies/5963438/axie/axie-full-transparent.png,Aquatic,ronin,49 health cute bunny pro,1631409163,Normal,24515,Aquatic,17640,Aquatic,4,,0,1,49,49,35,31,0x3309fb7c0bf83d302a4a0883bed695d6d6181fc3,0x937e815a128555edbd27db7bbfac67deedbc1335,1631967215,0.07,220.071425
